"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"3185","16.766363","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1407, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3209","16.868823","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1408, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3233","16.971179","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1409, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3256","17.075524","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-89 dBm","40 dB","Beacon frame, SN=1410, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3300","17.278326","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-51 dBm","-89 dBm","38 dB","Beacon frame, SN=1412, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3322","17.380767","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-89 dBm","41 dB","Beacon frame, SN=1413, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3345","17.483694","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1414, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3366","17.585571","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1415, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3391","17.688023","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-89 dBm","41 dB","Beacon frame, SN=1416, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3423","17.892832","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1418, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3470","18.099145","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1420, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3487","18.199932","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1421, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3516","18.302303","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-89 dBm","40 dB","Beacon frame, SN=1422, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3566","18.507129","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-54 dBm","-89 dBm","35 dB","Beacon frame, SN=1424, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3582","18.609476","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-89 dBm","42 dB","Beacon frame, SN=1425, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3601","18.714908","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-56 dBm","-89 dBm","33 dB","Beacon frame, SN=1426, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3615","18.816226","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-89 dBm","40 dB","Beacon frame, SN=1427, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3633","18.917055","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1428, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3670","19.121485","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-54 dBm","-89 dBm","35 dB","Beacon frame, SN=1430, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3689","19.224188","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1431, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3746","19.429262","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1433, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3768","19.531110","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-46 dBm","-89 dBm","43 dB","Beacon frame, SN=1434, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3780","19.633849","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1435, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3798","19.736133","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-89 dBm","41 dB","Beacon frame, SN=1436, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3817","19.840647","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-51 dBm","-89 dBm","38 dB","Beacon frame, SN=1437, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3850","20.045114","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-89 dBm","41 dB","Beacon frame, SN=1439, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3864","20.147606","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1440, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3905","20.352337","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1442, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3917","20.452687","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1443, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3946","20.557265","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-46 dBm","-89 dBm","43 dB","Beacon frame, SN=1444, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3992","20.759898","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-54 dBm","-89 dBm","35 dB","Beacon frame, SN=1446, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4016","20.862354","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-89 dBm","42 dB","Beacon frame, SN=1447, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4033","20.964735","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-89 dBm","41 dB","Beacon frame, SN=1448, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4059","21.067120","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-89 dBm","40 dB","Beacon frame, SN=1449, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4077","21.169569","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-54 dBm","-89 dBm","35 dB","Beacon frame, SN=1450, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4104","21.383652","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1452, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4135","21.476910","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1453, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4181","21.783939","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-89 dBm","40 dB","Beacon frame, SN=1456, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"4191","21.886352","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-89 dBm","89 dB","Beacon frame, SN=1457, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
